City;Edition;Sport;Discipline;NOC;Gender;Event;Event_gender;Medal
Sydney;2000;Aquatics;Diving;RUS;Men;10m platform;M;Bronze
Sydney;2000;Aquatics;Diving;CHN;Men;10m platform;M;Gold
Sydney;2000;Aquatics;Diving;CHN;Men;10m platform;M;Silver
Sydney;2000;Aquatics;Diving;CAN;Women;10m platform;W;Bronze
Sydney;2000;Aquatics;Diving;USA;Women;10m platform;W;Gold
Sydney;2000;Aquatics;Diving;CHN;Women;10m platform;W;Silver
Sydney;2000;Aquatics;Diving;RUS;Men;3m springboard;M;Bronze
Sydney;2000;Aquatics;Diving;CHN;Men;3m springboard;M;Gold
Sydney;2000;Aquatics;Diving;MEX;Men;3m springboard;M;Silver
Sydney;2000;Aquatics;Diving;GER;Women;3m springboard;W;Bronze
Sydney;2000;Aquatics;Diving;CHN;Women;3m springboard;W;Gold
Sydney;2000;Aquatics;Diving;CHN;Women;3m springboard;W;Silver
Sydney;2000;Aquatics;Diving;GER;Men;synchronized diving 10m platform;M;Bronze
Sydney;2000;Aquatics;Diving;GER;Men;synchronized diving 10m platform;M;Bronze
Sydney;2000;Aquatics;Diving;RUS;Men;synchronized diving 10m platform;M;Gold
Sydney;2000;Aquatics;Diving;RUS;Men;synchronized diving 10m platform;M;Gold
Sydney;2000;Aquatics;Diving;CHN;Men;synchronized diving 10m platform;M;Silver
Sydney;2000;Aquatics;Diving;CHN;Men;synchronized diving 10m platform;M;Silver
Sydney;2000;Aquatics;Diving;AUS;Women;synchronized diving 10m platform;W;Bronze
Sydney;2000;Aquatics;Diving;AUS;Women;synchronized diving 10m platform;W;Bronze
Sydney;2000;Aquatics;Diving;CHN;Women;synchronized diving 10m platform;W;Gold
Sydney;2000;Aquatics;Diving;CHN;Women;synchronized diving 10m platform;W;Gold
Sydney;2000;Aquatics;Diving;CAN;Women;synchronized diving 10m platform;W;Silver
Sydney;2000;Aquatics;Diving;CAN;Women;synchronized diving 10m platform;W;Silver
Sydney;2000;Aquatics;Diving;AUS;Men;synchronized diving 3m springboard;M;Bronze
Sydney;2000;Aquatics;Diving;AUS;Men;synchronized diving 3m springboard;M;Bronze
Sydney;2000;Aquatics;Diving;CHN;Men;synchronized diving 3m springboard;M;Gold
Sydney;2000;Aquatics;Diving;CHN;Men;synchronized diving 3m springboard;M;Gold
Sydney;2000;Aquatics;Diving;RUS;Men;synchronized diving 3m springboard;M;Silver
Sydney;2000;Aquatics;Diving;RUS;Men;synchronized diving 3m springboard;M;Silver
Sydney;2000;Aquatics;Diving;UKR;Women;synchronized diving 3m springboard;W;Bronze
Sydney;2000;Aquatics;Diving;UKR;Women;synchronized diving 3m springboard;W;Bronze
Sydney;2000;Aquatics;Diving;RUS;Women;synchronized diving 3m springboard;W;Gold
Sydney;2000;Aquatics;Diving;RUS;Women;synchronized diving 3m springboard;W;Gold
Sydney;2000;Aquatics;Diving;CHN;Women;synchronized diving 3m springboard;W;Silver
Sydney;2000;Aquatics;Diving;CHN;Women;synchronized diving 3m springboard;W;Silver
Sydney;2000;Aquatics;Swimming;GER;Men;100m backstroke;M;Bronze
Sydney;2000;Aquatics;Swimming;USA;Men;100m backstroke;M;Gold
Sydney;2000;Aquatics;Swimming;AUS;Men;100m backstroke;M;Silver
Sydney;2000;Aquatics;Swimming;ESP;Women;100m backstroke;W;Bronze
Sydney;2000;Aquatics;Swimming;ROU;Women;100m backstroke;W;Gold
Sydney;2000;Aquatics;Swimming;JPN;Women;100m backstroke;W;Silver
Sydney;2000;Aquatics;Swimming;RUS;Men;100m breaststroke;M;Bronze
Sydney;2000;Aquatics;Swimming;ITA;Men;100m breaststroke;M;Gold
Sydney;2000;Aquatics;Swimming;USA;Men;100m breaststroke;M;Silver
Sydney;2000;Aquatics;Swimming;RSA;Women;100m breaststroke;W;Bronze
Sydney;2000;Aquatics;Swimming;USA;Women;100m breaststroke;W;Gold
Sydney;2000;Aquatics;Swimming;AUS;Women;100m breaststroke;W;Silver
Sydney;2000;Aquatics;Swimming;AUS;Men;100m butterfly;M;Bronze
Sydney;2000;Aquatics;Swimming;SWE;Men;100m butterfly;M;Gold
Sydney;2000;Aquatics;Swimming;AUS;Men;100m butterfly;M;Silver
Sydney;2000;Aquatics;Swimming;USA;Women;100m butterfly;W;Bronze
Sydney;2000;Aquatics;Swimming;NED;Women;100m butterfly;W;Gold
Sydney;2000;Aquatics;Swimming;SVK;Women;100m butterfly;W;Silver
Sydney;2000;Aquatics;Swimming;USA;Men;100m freestyle;M;Bronze
Sydney;2000;Aquatics;Swimming;NED;Men;100m freestyle;M;Gold
Sydney;2000;Aquatics;Swimming;RUS;Men;100m freestyle;M;Silver
Sydney;2000;Aquatics;Swimming;USA;Women;100m freestyle;W;Bronze
Sydney;2000;Aquatics;Swimming;USA;Women;100m freestyle;W;Bronze
Sydney;2000;Aquatics;Swimming;NED;Women;100m freestyle;W;Gold
Sydney;2000;Aquatics;Swimming;SWE;Women;100m freestyle;W;Silver
Sydney;2000;Aquatics;Swimming;USA;Men;1500m freestyle;M;Bronze
Sydney;2000;Aquatics;Swimming;AUS;Men;1500m freestyle;M;Gold
Sydney;2000;Aquatics;Swimming;AUS;Men;1500m freestyle;M;Silver
Sydney;2000;Aquatics;Swimming;AUS;Men;200m backstroke;M;Bronze
Sydney;2000;Aquatics;Swimming;USA;Men;200m backstroke;M;Gold
Sydney;2000;Aquatics;Swimming;USA;Men;200m backstroke;M;Silver
Sydney;2000;Aquatics;Swimming;JPN;Women;200m backstroke;W;Bronze
Sydney;2000;Aquatics;Swimming;ROU;Women;200m backstroke;W;Gold
Sydney;2000;Aquatics;Swimming;FRA;Women;200m backstroke;W;Silver
Sydney;2000;Aquatics;Swimming;ITA;Men;200m breaststroke;M;Bronze
Sydney;2000;Aquatics;Swimming;ITA;Men;200m breaststroke;M;Gold
Sydney;2000;Aquatics;Swimming;RSA;Men;200m breaststroke;M;Silver
Sydney;2000;Aquatics;Swimming;USA;Women;200m breaststroke;W;Bronze
Sydney;2000;Aquatics;Swimming;HUN;Women;200m breaststroke;W;Gold
Sydney;2000;Aquatics;Swimming;USA;Women;200m breaststroke;W;Silver
Sydney;2000;Aquatics;Swimming;AUS;Men;200m butterfly;M;Bronze
Sydney;2000;Aquatics;Swimming;USA;Men;200m butterfly;M;Gold
Sydney;2000;Aquatics;Swimming;UKR;Men;200m butterfly;M;Silver
Sydney;2000;Aquatics;Swimming;AUS;Women;200m butterfly;W;Bronze
Sydney;2000;Aquatics;Swimming;USA;Women;200m butterfly;W;Gold
Sydney;2000;Aquatics;Swimming;AUS;Women;200m butterfly;W;Silver
Sydney;2000;Aquatics;Swimming;ITA;Men;200m freestyle;M;Bronze
Sydney;2000;Aquatics;Swimming;NED;Men;200m freestyle;M;Gold
Sydney;2000;Aquatics;Swimming;AUS;Men;200m freestyle;M;Silver
Sydney;2000;Aquatics;Swimming;CRC;Women;200m freestyle;W;Bronze
Sydney;2000;Aquatics;Swimming;AUS;Women;200m freestyle;W;Gold
Sydney;2000;Aquatics;Swimming;SVK;Women;200m freestyle;W;Silver
Sydney;2000;Aquatics;Swimming;USA;Men;200m individual medley;M;Bronze
Sydney;2000;Aquatics;Swimming;ITA;Men;200m individual medley;M;Gold
Sydney;2000;Aquatics;Swimming;USA;Men;200m individual medley;M;Silver
Sydney;2000;Aquatics;Swimming;USA;Women;200m individual medley;W;Bronze
Sydney;2000;Aquatics;Swimming;UKR;Women;200m individual medley;W;Gold
Sydney;2000;Aquatics;Swimming;ROU;Women;200m individual medley;W;Silver
Sydney;2000;Aquatics;Swimming;USA;Men;400m freestyle;M;Bronze
Sydney;2000;Aquatics;Swimming;AUS;Men;400m freestyle;M;Gold
Sydney;2000;Aquatics;Swimming;ITA;Men;400m freestyle;M;Silver
Sydney;2000;Aquatics;Swimming;CRC;Women;400m freestyle;W;Bronze
Sydney;2000;Aquatics;Swimming;USA;Women;400m freestyle;W;Gold
Sydney;2000;Aquatics;Swimming;USA;Women;400m freestyle;W;Silver
Sydney;2000;Aquatics;Swimming;CAN;Men;400m individual medley;M;Bronze
Sydney;2000;Aquatics;Swimming;USA;Men;400m individual medley;M;Gold
Sydney;2000;Aquatics;Swimming;USA;Men;400m individual medley;M;Silver
Sydney;2000;Aquatics;Swimming;ROU;Women;400m individual medley;W;Bronze
Sydney;2000;Aquatics;Swimming;UKR;Women;400m individual medley;W;Gold
Sydney;2000;Aquatics;Swimming;JPN;Women;400m individual medley;W;Silver
Sydney;2000;Aquatics;Swimming;BRA;Men;4x100m freestyle relay;M;Bronze
Sydney;2000;Aquatics;Swimming;BRA;Men;4x100m freestyle relay;M;Bronze
Sydney;2000;Aquatics;Swimming;BRA;Men;4x100m freestyle relay;M;Bronze
Sydney;2000;Aquatics;Swimming;BRA;Men;4x100m freestyle relay;M;Bronze
Sydney;2000;Aquatics;Swimming;AUS;Men;4x100m freestyle relay;M;Gold
Sydney;2000;Aquatics;Swimming;AUS;Men;4x100m freestyle relay;M;Gold
Sydney;2000;Aquatics;Swimming;AUS;Men;4x100m freestyle relay;M;Gold
Sydney;2000;Aquatics;Swimming;AUS;Men;4x100m freestyle relay;M;Gold
Sydney;2000;Aquatics;Swimming;AUS;Men;4x100m freestyle relay;M;Gold
Sydney;2000;Aquatics;Swimming;AUS;Men;4x100m freestyle relay;M;Gold
Sydney;2000;Aquatics;Swimming;USA;Men;4x100m freestyle relay;M;Silver
Sydney;2000;Aquatics;Swimming;USA;Men;4x100m freestyle relay;M;Silver
Sydney;2000;Aquatics;Swimming;USA;Men;4x100m freestyle relay;M;Silver
Sydney;2000;Aquatics;Swimming;USA;Men;4x100m freestyle relay;M;Silver
Sydney;2000;Aquatics;Swimming;USA;Men;4x100m freestyle relay;M;Silver
Sydney;2000;Aquatics;Swimming;USA;Men;4x100m freestyle relay;M;Silver
Sydney;2000;Aquatics;Swimming;SWE;Women;4x100m freestyle relay;W;Bronze
Sydney;2000;Aquatics;Swimming;SWE;Women;4x100m freestyle relay;W;Bronze
Sydney;2000;Aquatics;Swimming;SWE;Women;4x100m freestyle relay;W;Bronze
Sydney;2000;Aquatics;Swimming;SWE;Women;4x100m freestyle relay;W;Bronze
Sydney;2000;Aquatics;Swimming;SWE;Women;4x100m freestyle relay;W;Bronze
Sydney;2000;Aquatics;Swimming;SWE;Women;4x100m freestyle relay;W;Bronze
Sydney;2000;Aquatics;Swimming;USA;Women;4x100m freestyle relay;W;Gold
Sydney;2000;Aquatics;Swimming;USA;Women;4x100m freestyle relay;W;Gold
Sydney;2000;Aquatics;Swimming;USA;Women;4x100m freestyle relay;W;Gold
Sydney;2000;Aquatics;Swimming;USA;Women;4x100m freestyle relay;W;Gold
Sydney;2000;Aquatics;Swimming;USA;Women;4x100m freestyle relay;W;Gold
Sydney;2000;Aquatics;Swimming;USA;Women;4x100m freestyle relay;W;Gold
Sydney;2000;Aquatics;Swimming;NED;Women;4x100m freestyle relay;W;Silver
Sydney;2000;Aquatics;Swimming;NED;Women;4x100m freestyle relay;W;Silver
Sydney;2000;Aquatics;Swimming;NED;Women;4x100m freestyle relay;W;Silver
Sydney;2000;Aquatics;Swimming;NED;Women;4x100m freestyle relay;W;Silver
Sydney;2000;Aquatics;Swimming;NED;Women;4x100m freestyle relay;W;Silver
Sydney;2000;Aquatics;Swimming;GER;Men;4x100m medley relay;M;Bronze
Sydney;2000;Aquatics;Swimming;GER;Men;4x100m medley relay;M;Bronze
Sydney;2000;Aquatics;Swimming;GER;Men;4x100m medley relay;M;Bronze
Sydney;2000;Aquatics;Swimming;GER;Men;4x100m medley relay;M;Bronze
Sydney;2000;Aquatics;Swimming;USA;Men;4x100m medley relay;M;Gold
Sydney;2000;Aquatics;Swimming;USA;Men;4x100m medley relay;M;Gold
Sydney;2000;Aquatics;Swimming;USA;Men;4x100m medley relay;M;Gold
Sydney;2000;Aquatics;Swimming;USA;Men;4x100m medley relay;M;Gold
Sydney;2000;Aquatics;Swimming;USA;Men;4x100m medley relay;M;Gold
Sydney;2000;Aquatics;Swimming;USA;Men;4x100m medley relay;M;Gold
Sydney;2000;Aquatics;Swimming;USA;Men;4x100m medley relay;M;Gold
Sydney;2000;Aquatics;Swimming;AUS;Men;4x100m medley relay;M;Silver
Sydney;2000;Aquatics;Swimming;AUS;Men;4x100m medley relay;M;Silver
Sydney;2000;Aquatics;Swimming;AUS;Men;4x100m medley relay;M;Silver
Sydney;2000;Aquatics;Swimming;AUS;Men;4x100m medley relay;M;Silver
Sydney;2000;Aquatics;Swimming;AUS;Men;4x100m medley relay;M;Silver
Sydney;2000;Aquatics;Swimming;AUS;Men;4x100m medley relay;M;Silver
Sydney;2000;Aquatics;Swimming;AUS;Men;4x100m medley relay;M;Silver
Sydney;2000;Aquatics;Swimming;AUS;Men;4x100m medley relay;M;Silver
Sydney;2000;Aquatics;Swimming;JPN;Women;4x100m medley relay;W;Bronze
Sydney;2000;Aquatics;Swimming;JPN;Women;4x100m medley relay;W;Bronze
Sydney;2000;Aquatics;Swimming;JPN;Women;4x100m medley relay;W;Bronze
Sydney;2000;Aquatics;Swimming;JPN;Women;4x100m medley relay;W;Bronze
Sydney;2000;Aquatics;Swimming;USA;Women;4x100m medley relay;W;Gold
Sydney;2000;Aquatics;Swimming;USA;Women;4x100m medley relay;W;Gold
Sydney;2000;Aquatics;Swimming;USA;Women;4x100m medley relay;W;Gold
Sydney;2000;Aquatics;Swimming;USA;Women;4x100m medley relay;W;Gold
Sydney;2000;Aquatics;Swimming;USA;Women;4x100m medley relay;W;Gold
Sydney;2000;Aquatics;Swimming;USA;Women;4x100m medley relay;W;Gold
Sydney;2000;Aquatics;Swimming;USA;Women;4x100m medley relay;W;Gold
Sydney;2000;Aquatics;Swimming;USA;Women;4x100m medley relay;W;Gold
Sydney;2000;Aquatics;Swimming;AUS;Women;4x100m medley relay;W;Silver
Sydney;2000;Aquatics;Swimming;AUS;Women;4x100m medley relay;W;Silver
Sydney;2000;Aquatics;Swimming;AUS;Women;4x100m medley relay;W;Silver
Sydney;2000;Aquatics;Swimming;AUS;Women;4x100m medley relay;W;Silver
Sydney;2000;Aquatics;Swimming;AUS;Women;4x100m medley relay;W;Silver
Sydney;2000;Aquatics;Swimming;AUS;Women;4x100m medley relay;W;Silver
Sydney;2000;Aquatics;Swimming;AUS;Women;4x100m medley relay;W;Silver
Sydney;2000;Aquatics;Swimming;NED;Men;4x200m freestyle relay;M;Bronze
Sydney;2000;Aquatics;Swimming;NED;Men;4x200m freestyle relay;M;Bronze
Sydney;2000;Aquatics;Swimming;NED;Men;4x200m freestyle relay;M;Bronze
Sydney;2000;Aquatics;Swimming;NED;Men;4x200m freestyle relay;M;Bronze
Sydney;2000;Aquatics;Swimming;NED;Men;4x200m freestyle relay;M;Bronze
Sydney;2000;Aquatics;Swimming;AUS;Men;4x200m freestyle relay;M;Gold
Sydney;2000;Aquatics;Swimming;AUS;Men;4x200m freestyle relay;M;Gold
Sydney;2000;Aquatics;Swimming;AUS;Men;4x200m freestyle relay;M;Gold
Sydney;2000;Aquatics;Swimming;AUS;Men;4x200m freestyle relay;M;Gold
Sydney;2000;Aquatics;Swimming;AUS;Men;4x200m freestyle relay;M;Gold
Sydney;2000;Aquatics;Swimming;AUS;Men;4x200m freestyle relay;M;Gold
Sydney;2000;Aquatics;Swimming;USA;Men;4x200m freestyle relay;M;Silver
Sydney;2000;Aquatics;Swimming;USA;Men;4x200m freestyle relay;M;Silver
Sydney;2000;Aquatics;Swimming;USA;Men;4x200m freestyle relay;M;Silver
Sydney;2000;Aquatics;Swimming;USA;Men;4x200m freestyle relay;M;Silver
Sydney;2000;Aquatics;Swimming;USA;Men;4x200m freestyle relay;M;Silver
Sydney;2000;Aquatics;Swimming;USA;Men;4x200m freestyle relay;M;Silver
Sydney;2000;Aquatics;Swimming;GER;Women;4x200m freestyle relay;W;Bronze
Sydney;2000;Aquatics;Swimming;GER;Women;4x200m freestyle relay;W;Bronze
Sydney;2000;Aquatics;Swimming;GER;Women;4x200m freestyle relay;W;Bronze
Sydney;2000;Aquatics;Swimming;GER;Women;4x200m freestyle relay;W;Bronze
Sydney;2000;Aquatics;Swimming;GER;Women;4x200m freestyle relay;W;Bronze
Sydney;2000;Aquatics;Swimming;GER;Women;4x200m freestyle relay;W;Bronze
Sydney;2000;Aquatics;Swimming;USA;Women;4x200m freestyle relay;W;Gold
Sydney;2000;Aquatics;Swimming;USA;Women;4x200m freestyle relay;W;Gold
Sydney;2000;Aquatics;Swimming;USA;Women;4x200m freestyle relay;W;Gold
Sydney;2000;Aquatics;Swimming;USA;Women;4x200m freestyle relay;W;Gold
Sydney;2000;Aquatics;Swimming;USA;Women;4x200m freestyle relay;W;Gold
Sydney;2000;Aquatics;Swimming;USA;Women;4x200m freestyle relay;W;Gold
Sydney;2000;Aquatics;Swimming;AUS;Women;4x200m freestyle relay;W;Silver
Sydney;2000;Aquatics;Swimming;AUS;Women;4x200m freestyle relay;W;Silver
Sydney;2000;Aquatics;Swimming;AUS;Women;4x200m freestyle relay;W;Silver
Sydney;2000;Aquatics;Swimming;AUS;Women;4x200m freestyle relay;W;Silver
Sydney;2000;Aquatics;Swimming;AUS;Women;4x200m freestyle relay;W;Silver
Sydney;2000;Aquatics;Swimming;AUS;Women;4x200m freestyle relay;W;Silver
Sydney;2000;Aquatics;Swimming;NED;Men;50m freestyle;M;Bronze
Sydney;2000;Aquatics;Swimming;USA;Men;50m freestyle;M;Gold
Sydney;2000;Aquatics;Swimming;USA;Men;50m freestyle;M;Gold
Sydney;2000;Aquatics;Swimming;USA;Women;50m freestyle;W;Bronze
Sydney;2000;Aquatics;Swimming;NED;Women;50m freestyle;W;Gold
Sydney;2000;Aquatics;Swimming;SWE;Women;50m freestyle;W;Silver
Sydney;2000;Aquatics;Swimming;USA;Women;800m freestyle;W;Bronze
Sydney;2000;Aquatics;Swimming;USA;Women;800m freestyle;W;Gold
Sydney;2000;Aquatics;Swimming;UKR;Women;800m freestyle;W;Silver
Sydney;2000;Aquatics;Synchronized S.;FRA;Women;duet;W;Bronze
Sydney;2000;Aquatics;Synchronized S.;FRA;Women;duet;W;Bronze
Sydney;2000;Aquatics;Synchronized S.;RUS;Women;duet;W;Gold
Sydney;2000;Aquatics;Synchronized S.;RUS;Women;duet;W;Gold
Sydney;2000;Aquatics;Synchronized S.;JPN;Women;duet;W;Silver
Sydney;2000;Aquatics;Synchronized S.;JPN;Women;duet;W;Silver
Sydney;2000;Aquatics;Synchronized S.;CAN;Women;team;W;Bronze
Sydney;2000;Aquatics;Synchronized S.;CAN;Women;team;W;Bronze
Sydney;2000;Aquatics;Synchronized S.;CAN;Women;team;W;Bronze
Sydney;2000;Aquatics;Synchronized S.;CAN;Women;team;W;Bronze
Sydney;2000;Aquatics;Synchronized S.;CAN;Women;team;W;Bronze
Sydney;2000;Aquatics;Synchronized S.;CAN;Women;team;W;Bronze
Sydney;2000;Aquatics;Synchronized S.;CAN;Women;team;W;Bronze
Sydney;2000;Aquatics;Synchronized S.;CAN;Women;team;W;Bronze
Sydney;2000;Aquatics;Synchronized S.;RUS;Women;team;W;Gold
Sydney;2000;Aquatics;Synchronized S.;RUS;Women;team;W;Gold
Sydney;2000;Aquatics;Synchronized S.;RUS;Women;team;W;Gold
Sydney;2000;Aquatics;Synchronized S.;RUS;Women;team;W;Gold
Sydney;2000;Aquatics;Synchronized S.;RUS;Women;team;W;Gold
Sydney;2000;Aquatics;Synchronized S.;RUS;Women;team;W;Gold
Sydney;2000;Aquatics;Synchronized S.;RUS;Women;team;W;Gold
Sydney;2000;Aquatics;Synchronized S.;RUS;Women;team;W;Gold
Sydney;2000;Aquatics;Synchronized S.;JPN;Women;team;W;Silver
Sydney;2000;Aquatics;Synchronized S.;JPN;Women;team;W;Silver
Sydney;2000;Aquatics;Synchronized S.;JPN;Women;team;W;Silver
Sydney;2000;Aquatics;Synchronized S.;JPN;Women;team;W;Silver
Sydney;2000;Aquatics;Synchronized S.;JPN;Women;team;W;Silver
Sydney;2000;Aquatics;Synchronized S.;JPN;Women;team;W;Silver
Sydney;2000;Aquatics;Synchronized S.;JPN;Women;team;W;Silver
Sydney;2000;Aquatics;Synchronized S.;JPN;Women;team;W;Silver
Sydney;2000;Aquatics;Water polo;YUG;Men;water polo;M;Bronze
Sydney;2000;Aquatics;Water polo;YUG;Men;water polo;M;Bronze
Sydney;2000;Aquatics;Water polo;YUG;Men;water polo;M;Bronze
Sydney;2000;Aquatics;Water polo;YUG;Men;water polo;M;Bronze
Sydney;2000;Aquatics;Water polo;YUG;Men;water polo;M;Bronze
Sydney;2000;Aquatics;Water polo;YUG;Men;water polo;M;Bronze
Sydney;2000;Aquatics;Water polo;YUG;Men;water polo;M;Bronze
Sydney;2000;Aquatics;Water polo;YUG;Men;water polo;M;Bronze
Sydney;2000;Aquatics;Water polo;YUG;Men;water polo;M;Bronze
Sydney;2000;Aquatics;Water polo;YUG;Men;water polo;M;Bronze
Sydney;2000;Aquatics;Water polo;YUG;Men;water polo;M;Bronze
Sydney;2000;Aquatics;Water polo;YUG;Men;water polo;M;Bronze
Sydney;2000;Aquatics;Water polo;YUG;Men;water polo;M;Bronze
Sydney;2000;Aquatics;Water polo;HUN;Men;water polo;M;Gold
Sydney;2000;Aquatics;Water polo;HUN;Men;water polo;M;Gold
Sydney;2000;Aquatics;Water polo;HUN;Men;water polo;M;Gold
Sydney;2000;Aquatics;Water polo;HUN;Men;water polo;M;Gold
Sydney;2000;Aquatics;Water polo;HUN;Men;water polo;M;Gold
Sydney;2000;Aquatics;Water polo;HUN;Men;water polo;M;Gold
Sydney;2000;Aquatics;Water polo;HUN;Men;water polo;M;Gold
Sydney;2000;Aquatics;Water polo;HUN;Men;water polo;M;Gold
Sydney;2000;Aquatics;Water polo;HUN;Men;water polo;M;Gold
Sydney;2000;Aquatics;Water polo;HUN;Men;water polo;M;Gold
Sydney;2000;Aquatics;Water polo;HUN;Men;water polo;M;Gold
Sydney;2000;Aquatics;Water polo;HUN;Men;water polo;M;Gold
Sydney;2000;Aquatics;Water polo;HUN;Men;water polo;M;Gold
Sydney;2000;Aquatics;Water polo;RUS;Men;water polo;M;Silver
Sydney;2000;Aquatics;Water polo;RUS;Men;water polo;M;Silver
Sydney;2000;Aquatics;Water polo;RUS;Men;water polo;M;Silver
Sydney;2000;Aquatics;Water polo;RUS;Men;water polo;M;Silver
Sydney;2000;Aquatics;Water polo;RUS;Men;water polo;M;Silver
Sydney;2000;Aquatics;Water polo;RUS;Men;water polo;M;Silver
Sydney;2000;Aquatics;Water polo;RUS;Men;water polo;M;Silver
Sydney;2000;Aquatics;Water polo;RUS;Men;water polo;M;Silver
Sydney;2000;Aquatics;Water polo;RUS;Men;water polo;M;Silver
Sydney;2000;Aquatics;Water polo;RUS;Men;water polo;M;Silver
Sydney;2000;Aquatics;Water polo;RUS;Men;water polo;M;Silver
Sydney;2000;Aquatics;Water polo;RUS;Men;water polo;M;Silver
Sydney;2000;Aquatics;Water polo;RUS;Men;water polo;M;Silver
Sydney;2000;Aquatics;Water polo;RUS;Women;water polo;W;Bronze
Sydney;2000;Aquatics;Water polo;RUS;Women;water polo;W;Bronze
Sydney;2000;Aquatics;Water polo;RUS;Women;water polo;W;Bronze
Sydney;2000;Aquatics;Water polo;RUS;Women;water polo;W;Bronze
Sydney;2000;Aquatics;Water polo;RUS;Women;water polo;W;Bronze
Sydney;2000;Aquatics;Water polo;RUS;Women;water polo;W;Bronze
Sydney;2000;Aquatics;Water polo;RUS;Women;water polo;W;Bronze
Sydney;2000;Aquatics;Water polo;RUS;Women;water polo;W;Bronze
Sydney;2000;Aquatics;Water polo;RUS;Women;water polo;W;Bronze
Sydney;2000;Aquatics;Water polo;RUS;Women;water polo;W;Bronze
Sydney;2000;Aquatics;Water polo;RUS;Women;water polo;W;Bronze
Sydney;2000;Aquatics;Water polo;RUS;Women;water polo;W;Bronze
Sydney;2000;Aquatics;Water polo;RUS;Women;water polo;W;Bronze
Sydney;2000;Aquatics;Water polo;AUS;Women;water polo;W;Gold
Sydney;2000;Aquatics;Water polo;AUS;Women;water polo;W;Gold
Sydney;2000;Aquatics;Water polo;AUS;Women;water polo;W;Gold
Sydney;2000;Aquatics;Water polo;AUS;Women;water polo;W;Gold
Sydney;2000;Aquatics;Water polo;AUS;Women;water polo;W;Gold
Sydney;2000;Aquatics;Water polo;AUS;Women;water polo;W;Gold
Sydney;2000;Aquatics;Water polo;AUS;Women;water polo;W;Gold
Sydney;2000;Aquatics;Water polo;AUS;Women;water polo;W;Gold
Sydney;2000;Aquatics;Water polo;AUS;Women;water polo;W;Gold
Sydney;2000;Aquatics;Water polo;AUS;Women;water polo;W;Gold
Sydney;2000;Aquatics;Water polo;AUS;Women;water polo;W;Gold
Sydney;2000;Aquatics;Water polo;AUS;Women;water polo;W;Gold
Sydney;2000;Aquatics;Water polo;AUS;Women;water polo;W;Gold
Sydney;2000;Aquatics;Water polo;USA;Women;water polo;W;Silver
Sydney;2000;Aquatics;Water polo;USA;Women;water polo;W;Silver
Sydney;2000;Aquatics;Water polo;USA;Women;water polo;W;Silver
Sydney;2000;Aquatics;Water polo;USA;Women;water polo;W;Silver
Sydney;2000;Aquatics;Water polo;USA;Women;water polo;W;Silver
Sydney;2000;Aquatics;Water polo;USA;Women;water polo;W;Silver
Sydney;2000;Aquatics;Water polo;USA;Women;water polo;W;Silver
Sydney;2000;Aquatics;Water polo;USA;Women;water polo;W;Silver
Sydney;2000;Aquatics;Water polo;USA;Women;water polo;W;Silver
Sydney;2000;Aquatics;Water polo;USA;Women;water polo;W;Silver
Sydney;2000;Aquatics;Water polo;USA;Women;water polo;W;Silver
Sydney;2000;Aquatics;Water polo;USA;Women;water polo;W;Silver
Sydney;2000;Aquatics;Water polo;USA;Women;water polo;W;Silver
Sydney;2000;Archery;Archery;NED;Men;individual (FITA Olympic round - 70m);M;Bronze
Sydney;2000;Archery;Archery;AUS;Men;individual (FITA Olympic round - 70m);M;Gold
Sydney;2000;Archery;Archery;USA;Men;individual (FITA Olympic round - 70m);M;Silver
Sydney;2000;Archery;Archery;KOR;Women;individual (FITA Olympic round - 70m);W;Bronze
Sydney;2000;Archery;Archery;KOR;Women;individual (FITA Olympic round - 70m);W;Gold
Sydney;2000;Archery;Archery;KOR;Women;individual (FITA Olympic round - 70m);W;Silver
Sydney;2000;Archery;Archery;USA;Men;team (FITA Olympic round - 70m);M;Bronze
Sydney;2000;Archery;Archery;USA;Men;team (FITA Olympic round - 70m);M;Bronze
Sydney;2000;Archery;Archery;USA;Men;team (FITA Olympic round - 70m);M;Bronze
Sydney;2000;Archery;Archery;KOR;Men;team (FITA Olympic round - 70m);M;Gold
Sydney;2000;Archery;Archery;KOR;Men;team (FITA Olympic round - 70m);M;Gold
Sydney;2000;Archery;Archery;KOR;Men;team (FITA Olympic round - 70m);M;Gold
Sydney;2000;Archery;Archery;ITA;Men;team (FITA Olympic round - 70m);M;Silver
Sydney;2000;Archery;Archery;ITA;Men;team (FITA Olympic round - 70m);M;Silver
Sydney;2000;Archery;Archery;ITA;Men;team (FITA Olympic round - 70m);M;Silver
Sydney;2000;Archery;Archery;GER;Women;team (FITA Olympic round - 70m);W;Bronze
Sydney;2000;Archery;Archery;GER;Women;team (FITA Olympic round - 70m);W;Bronze
Sydney;2000;Archery;Archery;GER;Women;team (FITA Olympic round - 70m);W;Bronze
Sydney;2000;Archery;Archery;KOR;Women;team (FITA Olympic round - 70m);W;Gold
Sydney;2000;Archery;Archery;KOR;Women;team (FITA Olympic round - 70m);W;Gold
Sydney;2000;Archery;Archery;KOR;Women;team (FITA Olympic round - 70m);W;Gold
Sydney;2000;Archery;Archery;UKR;Women;team (FITA Olympic round - 70m);W;Silver
