Vintage;Country;County;Designation;Points;Price;Province;Title;Variety;Winery
01/01/2011;France;Puligny-Montrachet;Les Perriäres Premier Cru;93;$99.00;Burgundy;Jean-Claude Boisset 2011 Les Perriäres Premier Cru (Puligny-Montrachet);Chardonnay;Jean-Claude Boisset
01/01/2012;Italy;Barolo;La Serra;86;$60.00;Piedmont;Agostino Bosco 2012 La Serra (Barolo);Nebbiolo;Agostino Bosco
01/01/2012;France;Vouvray;Le Peu Morier;90;$40.00;Loire Valley;Domaine Vincent Car«¶me 2012 Le Peu Morier (Vouvray);Chenin Blanc;Domaine Vincent Car«¶me
01/01/2012;Italy;Verdicchio dei Castelli di Jesi Classico Superiore;Tenuta del Cavaliere;89;$16.00;Central Italy;Marchetti 2012 Tenuta del Cavaliere (Verdicchio dei Castelli di Jesi Classico Superiore);Verdicchio;Marchetti
01/01/2012;Italy;Morellino di Scansano;Pietraregia Riserva;88;$25.00;Tuscany;Marchesi de' Frescobaldi 2012 Pietraregia Riserva (Morellino di Scansano);Red Blend;Marchesi de' Frescobaldi
01/01/2012;Italy;Sicilia;BDP Y;86;$12.00;Sicily & Sardinia;Baglio di Pianetto 2012 BDP Y Insolia (Sicilia);Insolia;Baglio di Pianetto
01/01/2012;Italy;Bolgheri;Le Serre Nuove;92;$75.00;Tuscany;Ornellaia 2012 Le Serre Nuove (Bolgheri);Red Blend;Ornellaia
01/01/2012;France;Alsace;Les êlements;90;$16.00;Alsace;Domaine Bott-Geyl 2012 Les êlements Pinot Gris (Alsace);Pinot Gris;Domaine Bott-Geyl
01/01/2012;Italy;Lugana;Sorgente;85;$18.00;Lombardy;Citari 2012 Sorgente (Lugana);Turbiana;Citari
01/01/2012;Italy;Barolo;Margheria;94;$96.00;Piedmont;Massolino 2012 Margheria (Barolo);Nebbiolo;Massolino
01/01/2012;France;ChÇnas;Vignes de 1939;92;$35.00;Beaujolais;Pascal Aufranc 2012 Vignes de 1939 (ChÇnas);Gamay;Pascal Aufranc
01/01/2012;Italy;Vino Spumante;Matteo Giribaldi Metodo Classico;89;$30.00;Italy Other;Giribaldi 2012 Matteo Giribaldi Metodo Classico Sparkling (Vino Spumante);Sparkling Blend;Giribaldi
01/01/2012;France;ChÉteauneuf-du-Pape;Eicelänci;91;$60.00;Rhìne Valley;Domaine de Nalys 2012 Eicelänci White (ChÉteauneuf-du-Pape);Rhìne-style White Blend;Domaine de Nalys
01/01/2012;Italy;Castel del Monte;Bolonero;88;$15.00;Southern Italy;Torrevento 2012 Bolonero Red (Castel del Monte);Red Blend;Torrevento
01/01/2012;France;Cìtes du Rhìne;La Fiole;88;$10.00;Rhìne Valley;Päre Anselme 2012 La Fiole Red (Cìtes du Rhìne);Rhìne-style Red Blend;Päre Anselme
01/01/2012;France;MÇdoc;ChÉteau la TempÇrance;91;$35.00;Bordeaux;Bernard Magrez 2012 ChÉteau la TempÇrance (MÇdoc);Bordeaux-style Red Blend;Bernard Magrez
01/01/2012;Italy;Barolo;La Villa;89;$52.00;Piedmont;Fratelli Seghesio 2012 La Villa (Barolo);Nebbiolo;Fratelli Seghesio
01/01/2012;France;Cahors;Les Quatre Eglises;90;$17.00;Southwest France;ChÉteau Bovila 2012 Les Quatre Eglises Malbec (Cahors);Malbec;ChÉteau Bovila
01/01/2012;Italy;Chianti Classico;Riserva;91;$28.00;Tuscany;Castello di Radda 2012 Riserva (Chianti Classico);Sangiovese;Castello di Radda
01/01/2012;Italy;Soave Classico;Monte Tenda;87;$17.00;Veneto;Marcato 2012 Monte Tenda (Soave Classico);Garganega;Marcato
01/01/2012;Italy;Cannonau di Sardegna;Riserva;88;$16.00;Sicily & Sardinia;Sella & Mosca 2012 Riserva (Cannonau di Sardegna);Cannonau;Sella & Mosca
01/01/2012;Italy;Alto Adige;Pigeno;89;$38.00;Northeastern Italy;Stroblhof 2012 Pigeno Pinot Nero (Alto Adige);Pinot Nero;Stroblhof
01/01/2012;France;Touraine;Domaine de la Brossette;87;$18.00;Loire Valley;Domaine Joâl Delaunay 2012 Domaine de la Brossette Red (Touraine);Red Blend;Domaine Joâl Delaunay
01/01/2012;Italy;Toscana;Rosso dei Notri;89;$21.00;Tuscany;Tua Rita 2012 Rosso dei Notri Red (Toscana);Red Blend;Tua Rita
01/01/2012;Italy;Vino da Tavola;Fiorano Bianco;91;$45.00;Italy Other;Tenuta di Fiorano 2012 Fiorano Bianco White (Vino da Tavola);White Blend;Tenuta di Fiorano
01/01/2012;France;VirÇ-ClessÇ;Domaine des Chanzelles;86;$30.00;Burgundy;Jean-Marie Challand 2012 Domaine des Chanzelles (VirÇ-ClessÇ);Chardonnay;Jean-Marie Challand
01/01/2012;France;Alsace;Cormier;86;$30.00;Alsace;Domaine Loew 2012 Cormier Gewurztraminer (Alsace);GewÅrztraminer;Domaine Loew
01/01/2012;France;Sancerre;Domaine des Emois;86;$30.00;Loire Valley;Joseph Mellot 2012 Domaine des Emois (Sancerre);Pinot Noir;Joseph Mellot
01/01/2012;Italy;Costa d'Amalfi;PerEva;87;$24.00;Southern Italy;Tenuta San Francesco 2012 PerEva White (Costa d'Amalfi);White Blend;Tenuta San Francesco
01/01/2012;France;Costiäres de Nåmes;Les Cimels;88;$20.00;Rhìne Valley;ChÉteau d'Or et de Gueules 2012 Les Cimels Red (Costiäres de Nåmes);Rhìne-style Red Blend;ChÉteau d'Or et de Gueules
01/01/2012;France;Alsace;Marckrain Grand Cru;94;$26.00;Alsace;Domaine Michel Fonne 2012 Marckrain Grand Cru Pinot Gris (Alsace);Pinot Gris;Domaine Michel Fonne
01/01/2012;France;Cìtes de Bordeaux;Premiäre CuvÇe;88;$20.00;Bordeaux;ChÉteau Lamothe de Haux 2012 Premiäre CuvÇe (Cìtes de Bordeaux);Bordeaux-style Red Blend;ChÉteau Lamothe de Haux
01/01/2012;Italy;Barolo;Gattera;91;$56.00;Piedmont;Revello Fratelli 2012 Gattera (Barolo);Nebbiolo;Revello Fratelli
01/01/2012;France;Marsannay;Les Vignes Marie;85;$35.00;Burgundy;Derey Fräres 2012 Les Vignes Marie (Marsannay);Pinot Noir;Derey Fräres
01/01/2012;Italy;Conegliano Valdobbiadene Prosecco Superiore;Millesimato Extra Dry;87;$25.00;Veneto;Bacio della Luna 2012 Millesimato Extra Dry (Conegliano Valdobbiadene Prosecco Superiore);Glera;Bacio della Luna
01/01/2012;Italy;Primitivo di Manduria;San Gaetano;85;$12.00;Southern Italy;Cantine Due Palme 2012 San Gaetano (Primitivo di Manduria);Primitivo;Cantine Due Palme
01/01/2012;Italy;Chianti Classico;Beatrice;89;$42.00;Tuscany;Viticcio 2012 Beatrice (Chianti Classico);Red Blend;Viticcio
01/01/2012;Italy;Chianti Classico;Gran Selezione;90;$47.00;Tuscany;Castello di Radda 2012 Gran Selezione (Chianti Classico);Sangiovese;Castello di Radda
01/01/2012;Italy;Friuli Grave;075 Carati;86;$16.00;Northeastern Italy;Piera Martellozzo 2012 075 Carati Pinot Grigio (Friuli Grave);Pinot Grigio;Piera Martellozzo
01/01/2012;Italy;Barolo;Cerretta;92;$75.00;Piedmont;Luigi Baudana 2012 Cerretta (Barolo);Nebbiolo;Luigi Baudana
01/01/2012;France;Alsace;RÇserve;87;$25.00;Alsace;Gustave Lorentz 2012 RÇserve Gewurztraminer (Alsace);GewÅrztraminer;Gustave Lorentz
01/01/2012;Italy;Trentino;Vigna di Saosent;87;$24.00;Northeastern Italy;Cembra 2012 Vigna di Saosent Pinot Nero (Trentino);Pinot Nero;Cembra
01/01/2012;Italy;Toscana;Alte d'Altesi;93;$40.00;Tuscany;Altesino 2012 Alte d'Altesi Red (Toscana);Red Blend;Altesino
01/01/2012;Italy;Barolo;Bussia;87;$50.00;Piedmont;Deltetto 2012 Bussia (Barolo);Nebbiolo;Deltetto
01/01/2012;Italy;Orvieto;Tragugnano;87;$30.00;Central Italy;Sergio Mottura 2012 Tragugnano (Orvieto);White Blend;Sergio Mottura
01/01/2012;Italy;Alto Adige;Vial;89;$25.00;Northeastern Italy;Kellerei Kaltern Caldaro 2012 Vial Pinot Bianco (Alto Adige);Pinot Bianco;Kellerei Kaltern Caldaro
01/01/2012;France;Alsace;Engelberg Grand Cru;95;$45.00;Alsace;Domaine Pfister 2012 Engelberg Grand Cru Riesling (Alsace);Riesling;Domaine Pfister
01/01/2012;France;MÉcon-DavayÇ;Les Vignes de Joanny;86;$23.00;Burgundy;Collovray et Terrier 2012 Les Vignes de Joanny (MÉcon-DavayÇ);Chardonnay;Collovray et Terrier
01/01/2012;Italy;Morellino di Scansano;Roggiano;84;$17.00;Tuscany;Vignaioli del Morellino di Scansano 2012 Roggiano (Morellino di Scansano);Sangiovese;Vignaioli del Morellino di Scansano
01/01/2012;Italy;Bolgheri;Caccia al Palazzo;88;$33.00;Tuscany;Tenuta di Vaira 2012 Caccia al Palazzo (Bolgheri);Red Blend;Tenuta di Vaira
01/01/2012;France;Meursault;Charmes Premier Cru;93;$113.00;Burgundy;Olivier Leflaive 2012 Charmes Premier Cru (Meursault);Chardonnay;Olivier Leflaive
01/01/2012;Italy;Barolo;Cascina Nuova;92;$58.00;Piedmont;Elvio Cogno 2012 Cascina Nuova (Barolo);Nebbiolo;Elvio Cogno
01/01/2012;Italy;Barolo;Ceretta;93;$75.00;Piedmont;Germano Ettore 2012 Ceretta (Barolo);Nebbiolo;Germano Ettore
01/01/2012;Italy;Barbaresco;Marcarini;92;$50.00;Piedmont;Pertinace 2012 Marcarini (Barbaresco);Nebbiolo;Pertinace
01/01/2012;Italy;Barbera d'Asti;Masarej;88;$30.00;Piedmont;Castello del Poggio 2012 Masarej (Barbera d'Asti);Barbera;Castello del Poggio
01/01/2012;Italy;Vino Spumante;Dogma Blanc de Noirs Metodo Classico;87;$34.00;Italy Other;Borgo Maragliano 2012 Dogma Blanc de Noirs Metodo Classico Pinot Nero (Vino Spumante);Pinot Nero;Borgo Maragliano
01/01/2012;Italy;Marche;Calcare;87;$24.00;Central Italy;Conte Leopardi 2012 Calcare Sauvignon (Marche);Sauvignon;Conte Leopardi
01/01/2012;Italy;Brunello di Montalcino;Poggiarelli;89;$95.00;Tuscany;La Mannella 2012 Poggiarelli (Brunello di Montalcino);Sangiovese;La Mannella
01/01/2012;Italy;Terre Siciliane;Calanica Frappato & Syrah;87;$16.00;Sicily & Sardinia;Duca di Salaparuta 2012 Calanica Frappato & Syrah Red (Terre Siciliane);Red Blend;Duca di Salaparuta
01/01/2012;Italy;Rosso di Montepulciano;Petaso;87;$26.00;Tuscany;Montemercurio 2012 Petaso (Rosso di Montepulciano);Red Blend;Montemercurio
01/01/2012;France;Margaux;ZÇdÇ de LabÇgorce;89;$40.00;Bordeaux;ChÉteau LabÇgorce Margaux 2012 ZÇdÇ de LabÇgorce (Margaux);Bordeaux-style Red Blend;ChÉteau LabÇgorce Margaux
01/01/2012;France;Sancerre;CuvÇe Les Caillottes;85;$25.00;Loire Valley;Jean-Max Roger 2012 CuvÇe Les Caillottes (Sancerre);Sauvignon Blanc;Jean-Max Roger
01/01/2012;France;Lalande de Pomerol;Plaisir de Siaurac;86;$23.00;Bordeaux;ChÉteau Siaurac 2012 Plaisir de Siaurac (Lalande de Pomerol);Bordeaux-style Red Blend;ChÉteau Siaurac
01/01/2012;France;Madiran;Chapelle Enclos;90;$22.00;Southwest France;ChÉteau d'Aydie 2012 Chapelle Enclos Red (Madiran);Red Blend;ChÉteau d'Aydie
01/01/2012;Italy;Conegliano Valdobbiadene Prosecco Superiore;Millesimato Dry;86;$17.00;Veneto;Terre di San Venanzio Fortunato 2012 Millesimato Dry (Conegliano Valdobbiadene Prosecco Superiore);Glera;Terre di San Venanzio Fortunato
01/01/2012;France;Les Baux de Provence;La Garrigues;89;$20.00;Provence;Domaine de la Vallongue 2012 La Garrigues RosÇ (Les Baux de Provence);RosÇ;Domaine de la Vallongue
01/01/2012;France;Castillon Cìtes de Bordeaux;CuvÇe Compostelle;84;$20.00;Bordeaux;ChÉteau Cìte Montpezat 2012 CuvÇe Compostelle (Castillon Cìtes de Bordeaux);Bordeaux-style Red Blend;ChÉteau Cìte Montpezat
01/01/2012;Italy;Barolo;Le Coste di Monforte;87;$85.00;Piedmont;Parusso 2012 Le Coste di Monforte (Barolo);Nebbiolo;Parusso
01/01/2012;France;Beaujolais-Villages;Nouveau;87;$10.00;Beaujolais;Henry Fessy 2012 Nouveau (Beaujolais-Villages);Gamay;Henry Fessy
01/01/2012;Italy;Soave Superiore;Auge Riserva;88;$21.00;Veneto;Villa Canestrari 2012 Auge Riserva (Soave Superiore);Garganega;Villa Canestrari
01/01/2012;France;Sancerre;Ammonites;91;$35.00;Loire Valley;Domaine Matthias et Emile Roblin 2012 Ammonites (Sancerre);Sauvignon Blanc;Domaine Matthias et Emile Roblin
01/01/2012;France;Chablis;Fourchaume Premier Cru Vieilles Vignes;92;$48.00;Burgundy;Domaine Vrignaud 2012 Fourchaume Premier Cru Vieilles Vignes (Chablis);Chardonnay;Domaine Vrignaud
01/01/2012;Italy;Toscana;Le Difese;87;$35.00;Tuscany;Tenuta San Guido 2012 Le Difese Red (Toscana);Red Blend;Tenuta San Guido
01/01/2012;Italy;Sicilia;Don Antonio;92;$42.00;Sicily & Sardinia;Morgante 2012 Don Antonio Nero d'Avola (Sicilia);Nero d'Avola;Morgante
01/01/2012;France;Muscadet Sävre et Maine;Vallet;92;$27.00;Loire Valley;ChÉteau de la Ragotiere 2012 Vallet (Muscadet Sävre et Maine);Melon;ChÉteau de la Ragotiere
01/01/2012;Italy;Chianti Classico;La Prima Gran Selezione;91;$50.00;Tuscany;Castello Vicchiomaggio 2012 La Prima Gran Selezione (Chianti Classico);Red Blend;Castello Vicchiomaggio
01/01/2012;Italy;Alto Adige;Sanct Valentin;88;$40.00;Northeastern Italy;Cantina Produttori San Michele Appiano 2012 Sanct Valentin GewÅrztraminer (Alto Adige);GewÅrztraminer;Cantina Produttori San Michele Appiano
01/01/2012;Italy;Prosecco;Sui Lieviti;88;$18.00;Veneto;La Vigna di Iseppo 2012 Sui Lieviti (Prosecco);Glera;La Vigna di Iseppo
01/01/2012;Italy;Barolo;Stolet;91;$70.00;Piedmont;La Bioca 2012 Stolet (Barolo);Nebbiolo;La Bioca
01/01/2012;Italy;Toscana;Viognier de Le Palaie;87;$68.00;Tuscany;Le Palaie 2012 Viognier de Le Palaie White (Toscana);White Blend;Le Palaie
01/01/2012;France;Alsace;RieflÇ Bihl;84;$32.00;Alsace;Domaine RieflÇ-Landmann 2012 RieflÇ Bihl Riesling (Alsace);Riesling;Domaine RieflÇ-Landmann
01/01/2012;France;Gaillac;Grande Tradition;91;$14.00;Southwest France;Domaine des Terrisses 2012 Grande Tradition Red (Gaillac);Red Blend;Domaine des Terrisses
01/01/2012;France;;Aramis;86;$10.00;Southwest France;ChÉteau d'Aydie 2012 Aramis Tannat-Syrah;Tannat-Syrah;ChÉteau d'Aydie
01/01/2012;France;Blaye Cìtes de Bordeaux;Grande RÇserve;86;$20.00;Bordeaux;ChÉteau Clairac 2012 Grande RÇserve (Blaye Cìtes de Bordeaux);Bordeaux-style Red Blend;ChÉteau Clairac
01/01/2012;France;Bordeaux;Les Hauts de la Gaffeliäre;86;$14.00;Bordeaux;Maison Malet Roquefort 2012 Les Hauts de la Gaffeliäre (Bordeaux);Bordeaux-style Red Blend;Maison Malet Roquefort
01/01/2012;France;Cìtes du Rhìne;Vignes du PrieurÇ;84;$17.00;Rhìne Valley;ChÉteau Gigognan 2012 Vignes du PrieurÇ Red (Cìtes du Rhìne);Rhìne-style Red Blend;ChÉteau Gigognan
01/01/2012;Italy;Sicilia;Figliodienneenne;92;$18.00;Sicily & Sardinia;Le Casematte 2012 Figliodienneenne Red (Sicilia);Red Blend;Le Casematte
01/01/2012;Italy;Barbaresco;Quarantadue42;88;$34.00;Piedmont;Rattalino 2012 Quarantadue42 (Barbaresco);Nebbiolo;Rattalino
01/01/2012;Italy;Barbera d'Alba Superiore;Funtan«™;89;$35.00;Piedmont;Cordero di Montezemolo 2012 Funtan«™ (Barbera d'Alba Superiore);Barbera;Cordero di Montezemolo
01/01/2012;Italy;Barolo;Tre Ciabot;90;$48.00;Piedmont;Cascina Ballarin 2012 Tre Ciabot (Barolo);Nebbiolo;Cascina Ballarin
01/01/2012;France;Alsace;Roi Clovis;85;$25.00;Alsace;Wunsch & Mann 2012 Roi Clovis Riesling (Alsace);Riesling;Wunsch & Mann
01/01/2012;Italy;Alta Valle della Greve;Il Carbonaione;92;$75.00;Tuscany;Poggio Scalette 2012 Il Carbonaione Sangiovese (Alta Valle della Greve);Sangiovese;Poggio Scalette
01/01/2012;France;Saint-êmilion;Les Hauts de la Gaffeliäre;92;$22.00;Bordeaux;Maison Malet Roquefort 2012 Les Hauts de la Gaffeliäre (Saint-êmilion);Bordeaux-style Red Blend;Maison Malet Roquefort
01/01/2012;France;Alsace;Steingold;88;$45.00;Alsace;La Cave des Vignerons de Pfaffenheim 2012 Steingold Riesling (Alsace);Riesling;La Cave des Vignerons de Pfaffenheim
01/01/2012;Italy;Toscana;Baron' Ugo;89;$83.00;Tuscany;Monteraponi 2012 Baron' Ugo Red (Toscana);Red Blend;Monteraponi
01/01/2012;Italy;Colli Orientali del Friuli;Col Matiss;90;$30.00;Northeastern Italy;La Tunella 2012 Col Matiss Sauvignon (Colli Orientali del Friuli);Sauvignon;La Tunella
01/01/2012;Italy;Brunello di Montalcino;Poggio alle Mura;92;$95.00;Tuscany;Banfi 2012 Poggio alle Mura (Brunello di Montalcino);Sangiovese;Banfi
01/01/2012;France;Cìtes de Provence;Clos Mireille;90;$46.00;Provence;Domaines Ott 2012 Clos Mireille RosÇ (Cìtes de Provence);RosÇ;Domaines Ott
01/01/2012;Italy;Orvieto Classico Superiore;Calcaia Muffa Nobile;89;$40.00;Central Italy;Barberani 2012 Calcaia Muffa Nobile (Orvieto Classico Superiore);White Blend;Barberani
01/01/2012;France;Cahors;ChÉteau Pech de Jammes;92;$25.00;Southwest France;Georges Vigouroux 2012 ChÉteau Pech de Jammes Malbec (Cahors);Malbec;Georges Vigouroux
01/01/2012;France;Cìtes du Rhìne;RÇserve de Bonpas;86;$12.00;Rhìne Valley;Bonpas 2012 RÇserve de Bonpas Red (Cìtes du Rhìne);Rhìne-style Red Blend;Bonpas
01/01/2012;Italy;Trentino;Vigna delle Forche;87;$19.00;Northeastern Italy;Cembra 2012 Vigna delle Forche MÅller-Thurgau (Trentino);MÅller-Thurgau;Cembra
01/01/2012;France;ChÉteauneuf-du-Pape;Les Cailloux;87;$70.00;Rhìne Valley;AndrÇ Brunel 2012 Les Cailloux White (ChÉteauneuf-du-Pape);Rhìne-style White Blend;AndrÇ Brunel
01/01/2012;Italy;Valli di Porto Pino;Shardana;89;$27.00;Sicily & Sardinia;Cantina Santadi 2012 Shardana (Valli di Porto Pino);Red Blend;Cantina Santadi
01/01/2012;Italy;Lessini Durello;Brut Metodo Classico;87;$29.00;Veneto;Fattori 2012 Brut Metodo Classico (Lessini Durello);Durella;Fattori
01/01/2012;Italy;Barbaresco;Cä Vanin;90;$35.00;Piedmont;Rivetto 2012 Cä Vanin (Barbaresco);Nebbiolo;Rivetto
01/01/2012;Italy;Bolgheri;Rosso;90;$20.00;Tuscany;Michele Satta 2012 Rosso (Bolgheri);Red Blend;Michele Satta
01/01/2012;Italy;Barolo;Monvigliero;91;$70.00;Piedmont;Sordo 2012 Monvigliero (Barolo);Nebbiolo;Sordo
01/01/2012;France;Cìtes de Provence;CuvÇe de l'Aubigue;90;$14.00;Provence;Domaine les Fouques 2012 CuvÇe de l'Aubigue RosÇ (Cìtes de Provence);RosÇ;Domaine les Fouques
01/01/2012;Italy;Barbera d'Alba;Mon Birone;88;$50.00;Piedmont;Monchiero Carbone 2012 Mon Birone (Barbera d'Alba);Barbera;Monchiero Carbone
01/01/2012;Italy;Isola dei Nuraghi;S'arai;90;$45.00;Sicily & Sardinia;Pala 2012 S'arai Red (Isola dei Nuraghi);Red Blend;Pala
01/01/2012;France;Beaujolais-Villages;Nouveau;85;$13.00;Beaujolais;Albert Bichot 2012 Nouveau (Beaujolais-Villages);Gamay;Albert Bichot
01/01/2012;France;Chablis;MontÇe de Tonnerre Premier Cru;92;$40.00;Burgundy;Damien et Romain Bouchard 2012 MontÇe de Tonnerre Premier Cru (Chablis);Chardonnay;Damien et Romain Bouchard
01/01/2012;Italy;Friuli Isonzo;Flors di Uis;90;$40.00;Northeastern Italy;Vie di Romans 2012 Flors di Uis White (Friuli Isonzo);White Blend;Vie di Romans
01/01/2012;Italy;Alto Adige;Riserva;86;$25.00;Northeastern Italy;Peter Zemmer 2012 Riserva Lagrein (Alto Adige);Lagrein;Peter Zemmer
01/01/2012;France;Alsace;Wiebelsberg Grand Cru;94;$55.00;Alsace;Domaine Gresser 2012 Wiebelsberg Grand Cru Riesling (Alsace);Riesling;Domaine Gresser
01/01/2012;France;Pouilly-FumÇ;La Rambarde;89;$25.00;Loire Valley;Domaine Landrat-Guyollot 2012 La Rambarde (Pouilly-FumÇ);Sauvignon Blanc;Domaine Landrat-Guyollot
01/01/2012;Italy;Soave;Roncathe;85;$15.00;Veneto;Corte Moschina 2012 Roncathe (Soave);Garganega;Corte Moschina
01/01/2012;France;Sancerre;La Bourgeoise;91;$45.00;Loire Valley;Henri Bourgeois 2012 La Bourgeoise (Sancerre);Pinot Noir;Henri Bourgeois
01/01/2012;France;Blaye Cìtes de Bordeaux;Excellence;89;$18.00;Bordeaux;ChÉteau Les Petits Arnaud 2012 Excellence (Blaye Cìtes de Bordeaux);Bordeaux-style Red Blend;ChÉteau Les Petits Arnaud
01/01/2012;France;Montagny;Les Chaniots Premier Cru;87;$20.00;Burgundy;Vignerons de Buxy 2012 Les Chaniots Premier Cru (Montagny);Chardonnay;Vignerons de Buxy
01/01/2012;France;Saint-Nicolas-de-Bourgueil;Les Terres Noires;88;$40.00;Loire Valley;Vignoble de la Jarnoterie 2012 Les Terres Noires (Saint-Nicolas-de-Bourgueil);Cabernet Franc;Vignoble de la Jarnoterie
01/01/2012;France;Bordeaux Blanc;Moelleux;83;$13.00;Bordeaux;ChÉteau la Hargue 2012 Moelleux (Bordeaux Blanc);Bordeaux-style Red Blend;ChÉteau la Hargue
01/01/2012;France;Cìtes de Provence;Le ChÉteau;87;$18.00;Provence;ChÉteau Thuerry 2012 Le ChÉteau RosÇ (Cìtes de Provence);RosÇ;ChÉteau Thuerry
01/01/2012;Italy;Salento;Le Pitre;86;$24.00;Southern Italy;Villa Mottura 2012 Le Pitre Negroamaro (Salento);Negroamaro;Villa Mottura
01/01/2012;France;Blaye Cìtes de Bordeaux;ChÉteau PÇrenne;88;$29.00;Bordeaux;Bernard Magrez 2012 ChÉteau PÇrenne (Blaye Cìtes de Bordeaux);Bordeaux-style Red Blend;Bernard Magrez
01/01/2012;Italy;Verdicchio dei Castelli di Jesi Classico Superiore;Gaiospino FumÇ;87;$38.00;Central Italy;Fattoria Coroncino 2012 Gaiospino FumÇ (Verdicchio dei Castelli di Jesi Classico Superiore);White Blend;Fattoria Coroncino
01/01/2012;Italy;Sicilia;Kados;89;$25.00;Sicily & Sardinia;Duca di Salaparuta 2012 Kados Grillo (Sicilia);Grillo;Duca di Salaparuta
01/01/2012;France;Alsace;Muenchberg Grand Cru;94;$22.00;Alsace;Domaine G. Metz 2012 Muenchberg Grand Cru Riesling (Alsace);Riesling;Domaine G. Metz
01/01/2012;France;Alsace;Heimbourg;92;$60.00;Alsace;Domaine Zind-Humbrecht 2012 Heimbourg Gewurztraminer (Alsace);GewÅrztraminer;Domaine Zind-Humbrecht
01/01/2012;France;Bourgogne;RÇserve;85;$20.00;Burgundy;Bouchard Päre & Fils 2012 RÇserve (Bourgogne);Chardonnay;Bouchard Päre & Fils
01/01/2012;France;Condrieu;La ChambÇe;93;$85.00;Rhìne Valley;Les Vins de Vienne 2012 La ChambÇe (Condrieu);Viognier;Les Vins de Vienne
01/01/2012;France;Alsace;CuvÇe V;88;$50.00;Alsace;RenÇ MurÇ 2012 CuvÇe V Pinot Noir (Alsace);Pinot Noir;RenÇ MurÇ
01/01/2012;Italy;Isola dei Nuraghi;S'arai;90;$45.00;Sicily & Sardinia;Pala 2012 S'arai Red (Isola dei Nuraghi);Red Blend;Pala
01/01/2012;France;Alsace;RieflÇ Bihl;84;$32.00;Alsace;Domaine RieflÇ-Landmann 2012 RieflÇ Bihl Riesling (Alsace);Riesling;Domaine RieflÇ-Landmann
01/01/2012;France;CrÇmant d'Alsace;Prestige;86;$23.00;Alsace;Domaine Saint-RÇmy 2012 Prestige Chardonnay (CrÇmant d'Alsace);Chardonnay;Domaine Saint-RÇmy
01/01/2012;Italy;Chianti Classico;GÖudio Riserva;85;$20.00;Tuscany;Carus Vini 2012 GÖudio Riserva (Chianti Classico);Red Blend;Carus Vini
01/01/2012;Italy;Chianti;Riserva;87;$21.00;Tuscany;Uggiano 2012 Riserva (Chianti);Red Blend;Uggiano
01/01/2012;Italy;Bolgheri;Noi 4;87;$42.00;Tuscany;Tenuta Sette Cieli 2012 Noi 4 (Bolgheri);Red Blend;Tenuta Sette Cieli
01/01/2012;Italy;Aglianico del Vulture;Siir;91;$20.00;Southern Italy;San Martino 2012 Siir (Aglianico del Vulture);Aglianico;San Martino
01/01/2012;Italy;Toscana;Casal Duro;88;$28.00;Tuscany;Fattoria La Vialla 2012 Casal Duro Red (Toscana);Red Blend;Fattoria La Vialla
01/01/2012;Italy;Alto Adige;Spigel;88;$28.00;Northeastern Italy;Caldaro 2012 Spigel Lagrein (Alto Adige);Lagrein;Caldaro
01/01/2012;France;Pernand-Vergelesses;Creux de la Net Premier Cru;91;$73.00;Burgundy;Jean-Luc and Paul Aegerter 2012 Creux de la Net Premier Cru (Pernand-Vergelesses);Chardonnay;Jean-Luc and Paul Aegerter
01/01/2012;Italy;Chianti Classico;Meleto;87;$22.00;Tuscany;Castello di Meleto 2012 Meleto (Chianti Classico);Red Blend;Castello di Meleto
01/01/2012;Italy;Chianti Classico;Rancia Riserva;94;$53.00;Tuscany;Felsina 2012 Rancia Riserva (Chianti Classico);Sangiovese;Felsina
